abnormal_frame_id,normal_frame_id,baseline_abnormal_score,baseline_normal_score,candidate_abnormal_score,candidate_normal_score
20251112_191827_Cam5_00067,20251112_191827_Cam5_00046,0.02623099,0.03190125,0.02134557,0.02023137
20251112_191827_Cam5_00067,20251112_191827_Cam5_00022,0.02623099,0.02910137,0.02134557,0.01813896
20251112_191827_Cam5_00067,20251112_191827_Cam5_00036,0.02623099,0.02629165,0.02134557,0.01935928
20251112_191827_Cam5_00123,20251112_191827_Cam5_00022,0.02468760,0.02910137,0.01917673,0.01813896
20251112_191827_Cam5_00123,20251112_191827_Cam5_00012,0.02468760,0.02562905,0.01917673,0.01837981
