abnormal_frame_id,normal_frame_id,baseline_abnormal_score,baseline_normal_score,candidate_abnormal_score,candidate_normal_score
20251112_191827_Cam5_00007,20251112_191827_Cam5_00033,0.05124249,0.04737211,0.02230523,0.02522786
20251112_191827_Cam5_00123,20251112_191827_Cam5_00040,0.02468760,0.02430699,0.01917673,0.01934048
