abnormal_frame_id,normal_frame_id,baseline_abnormal_score,baseline_normal_score,candidate_abnormal_score,candidate_normal_score
20251112_191827_Cam4_00054,20251112_191827_Cam4_00063,0.09335846,0.09253519,0.00444895,0.00448851
20251112_191827_Cam4_00054,20251210_185619_Cam4_00046,0.09335846,0.08487365,0.00444895,0.00453128
20250417_123456_Cam4_00162,20251210_185619_Cam4_00046,0.08832529,0.08487365,0.00397770,0.00453128
